control_id,iteration,fact_index,mover_score,is_found_binary,status,fact_text,evidence_found
149,7,1,0.6343,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,and process explanations significant compliance concerns persist average durations for 'detection' (4d 6h 35min)
149,7,2,0.636,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,8h 10min) and 'resolution' (5d 22h 11min) remain critically high severely exceeding non-acceptable thresholds
149,7,3,0.6427,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,10min) and 'resolution' (5d 22h 11min) remain critically high severely exceeding non-acceptable thresholds
149,7,4,0.6036,0,INDICATED,Average transition time from awaiting to resolution was 8 days 1 hour 19 minutes (11599 minutes).,significant compliance concerns persist average durations for 'detection' (4d 6h 35min) 'activation' (8d
149,7,5,0.6013,0,INDICATED,The potentially non-compliant detection→awaiting transition is explained by merging into an existing awaiting incident.,the critically high average durations in the detection activation awaiting and resolution states by identifying
149,7,6,0.5868,0,MISSING,The potentially non-compliant detection→resolution transition is explained by temporary whitelisting and merging into already resolved cases.,the critically high average durations in the detection activation awaiting and resolution states by identifying and resolving underlying bottlenecks
149,8,1,0.6093,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,16 days 8 hours and 10 minutes far exceed the non-acceptable threshold of 14400 minutes
149,8,2,0.6604,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,at 16 days 8 hours and 10 minutes far exceed the non-acceptable threshold of 14400 minutes
149,8,3,0.673,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,at 16 days 8 hours and 10 minutes far exceed the non-acceptable threshold of 14400 minutes
149,8,4,0.6235,0,INDICATED,Average transition time from awaiting to resolution was 8 days 1 hour 19 minutes (11599 minutes).,at 16 days 8 hours and 10 minutes far exceed the non-acceptable threshold of 14400 minutes
149,8,5,0.607,0,INDICATED,The potentially non-compliant detection→awaiting transition is explained by merging into an existing awaiting incident.,the incident management process shows an overall critical compliance cost despite
149,8,6,0.5969,0,MISSING,The potentially non-compliant detection→resolution transition is explained by temporary whitelisting and merging into already resolved cases.,the incident management process shows an overall critical compliance cost despite recent adjustments while repetitive detection
149,9,1,0.6194,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,significant compliance issues with critical inefficiencies average state durations for `detection` (6155 min) `activation` (12655
149,9,2,0.6216,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,significant compliance issues with critical inefficiencies average state durations for `detection` (6155 min) `activation` (12655
149,9,3,0.6278,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,(23530 min) and `resolution` (8531 min) all substantially exceed non-acceptable thresholds while repetitive
149,9,4,0.5528,0,MISSING,Average transition time from awaiting to resolution was 8 days 1 hour 19 minutes (11599 minutes).,significant compliance issues with critical inefficiencies average state durations for `detection` (6155 min) `activation` (12655
149,9,5,0.5974,0,MISSING,The potentially non-compliant detection→awaiting transition is explained by merging into an existing awaiting incident.,`mismatch activation` figures remediation is required to address the pervasive excessive state durations and investigate
149,9,6,0.5852,0,MISSING,The potentially non-compliant detection→resolution transition is explained by temporary whitelisting and merging into already resolved cases.,the reported `missing` and `mismatch activation` figures remediation is required to address the pervasive excessive state durations
149,10,1,0.6268,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,despite the updated configuration average state durations for 'detection' (6155 min) 'activation' (12655
149,10,2,0.626,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,despite the updated configuration average state durations for 'detection' (6155 min) 'activation' (12655
149,10,3,0.6191,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,(23530 min) and 'resolution' (8531 min) significantly exceed their respective non-acceptable thresholds indicating
149,10,4,0.6056,0,INDICATED,Average transition time from awaiting to resolution was 8 days 1 hour 19 minutes (11599 minutes).,"direct transition from 'detection' to 'awaiting' (n->w) observed with an average time of ""1d 0h 45min"" remains"
149,10,5,0.5964,0,MISSING,The potentially non-compliant detection→awaiting transition is explained by merging into an existing awaiting incident.,their respective non-acceptable thresholds indicating severe process bottlenecks while repetitive 'detection'
149,10,6,0.5911,0,MISSING,The potentially non-compliant detection→resolution transition is explained by temporary whitelisting and merging into already resolved cases.,represent significant process non-compliance against defined thresholds furthermore the direct transition from 'detection'
150,1,1,0.731,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,the most frequent variants such as 'n r c' (182 incidents) 'a r c'
150,1,2,0.7352,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,'a r c' (135 incidents) and 'n
150,1,3,0.6416,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,n\*rc flows are due to merge rules and repetitive
150,1,4,0.5989,0,MISSING,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,flows are due to merge rules and repetitive 'n' and 'w' activities are within acceptable thresholds
150,2,1,0.7678,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,the most frequent recorded variant `n r c` (182 incidents) along with patterns like
150,2,2,0.7808,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,c` variant (135 incidents) is a significant deviation
150,2,3,0.6433,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,attributed to automated merging rules and repetitive detection triggers
150,2,4,0.6137,0,INDICATED,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,incidents) are not process non-compliance concerns for the monitor as they are attributed to automated merging rules
150,3,1,0.7925,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,"several paths now deemed compliant due to updated interpretations ""n r c"" (182 occurrences)"
150,3,2,0.7719,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,"c"" (135 occurrences) which frequently bypasses the initial detection stage and variants"
150,3,3,0.6459,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,frequent recorded variants include several paths now deemed compliant due to
150,3,4,0.6048,0,INDICATED,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,recorded variants include several paths now deemed compliant due to updated interpretations
150,4,1,0.7131,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,the most frequent recorded variants are 'n r c' (182 incidents) 'a r c'
150,4,2,0.7566,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,technical triggers not process errors however 'a r c' (135 incidents)
150,4,3,0.6516,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,repetitive 'detection' indicates multiple technical triggers not process errors
150,4,4,0.6064,0,INDICATED,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,leading case without manual 'activation' or 'awaiting' and repetitive 'detection' indicates multiple technical triggers
150,5,1,0.6954,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,the most frequent variants are 'n r c' (182 incidents) 'a r c' (135
150,5,2,0.7352,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,'a r c' (135 incidents) and 'n
150,5,3,0.6796,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,acceptable due to temporary merge rules and multiple detection triggers
150,5,4,0.6152,0,INDICATED,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,acceptable due to temporary merge rules and multiple detection triggers however the monitor should investigate variants with repetitive
150,6,1,0.7474,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,(182 occurrences) and other 'n*rc' variants along with 'n' and 'w' repetitions are excused by new interpretations
150,6,2,0.7568,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,frequent *truly non-compliant* variants are 'a r c' (135
150,6,3,0.6195,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,state repetitions demand immediate remediation to improve incident management compliance
150,6,4,0.5897,0,MISSING,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,variants along with 'n' and 'w' repetitions are excused by new interpretations
150,7,1,0.7278,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,(182 incidents) and 'a r c' (135 incidents) based on the updated environment variables `n*rc` variants
150,7,2,0.7948,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,c' (135 incidents) is non-compliant as it
150,7,3,0.6545,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,compliant due to merge rules and acceptable technical triggers
150,7,4,0.6141,0,INDICATED,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,incidents) and repetitive 'detection' activities are considered compliant due to merge rules
150,8,1,0.7131,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,the most frequent recorded variants are 'n r c' (182 incidents) 'a r c'
150,8,2,0.7484,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,why 135 incidents initiate directly at 'activation' ('a')
150,8,3,0.6611,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,compliant due to automatic merge rules for incidents with new triggers
150,8,4,0.6114,0,INDICATED,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,considered compliant due to automatic merge rules for incidents with new triggers
150,9,1,0.719,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,the most frequent recorded variants 'n r c' (182 incidents) 'n n r c'
150,9,2,0.7717,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,c' (135 incidents) still indicates a compliance concern by bypassing
150,9,3,0.624,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,formal detection requiring investigation to understand the root
150,9,4,0.6014,0,INDICATED,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,with 'detection' additionally repetitive 'awaiting' (w) deviations are dismissed as non-process harming
150,10,1,0.7547,0,INDICATED,The most common variant (NRC) (Count 182) is now considered process compliant due to automatic merge rules,the most frequent recorded variant is 'n r c' (182 occurrences) indicating incidents transitioning directly from 'detection'
150,10,2,0.7668,0,INDICATED,Variants ARC (count 135) are missing detections and are non-compliant.,c' (135 occurrences) where incidents start at 'activation' without a recorded
150,10,3,0.6558,0,INDICATED,Repetitive detections are no process violation due to potentially multiple triggers,is not considered a process error due to automated merge rules
