Pairwise metrics (semantic, lexical, structural similarity):
              docA               docB  cosine_tfidf  jaccard  rouge_l_f1  structural_similarity  combined_index
UC1|||Q1|||temp1.0 UC1|||Q1|||temp0.5      0.531265 0.342105    0.267327               0.351163        0.427280
UC1|||Q1|||temp1.0 UC1|||Q1|||temp1.5      0.468894 0.284404    0.178771               0.296224        0.363168
UC1|||Q1|||temp0.5 UC1|||Q1|||temp1.5      0.587101 0.282258    0.258065               0.326904        0.439980
UC1|||Q2|||temp1.0 UC1|||Q2|||temp0.5      0.611244 0.303030    0.251656               0.303470        0.449519
UC1|||Q2|||temp1.0 UC1|||Q2|||temp1.5      0.519791 0.186813    0.207358               0.193472        0.357716
UC1|||Q2|||temp0.5 UC1|||Q2|||temp1.5      0.568279 0.250000    0.271062               0.312508        0.424800
UC1|||Q3|||temp1.0 UC1|||Q3|||temp0.5      0.535117 0.294643    0.261224               0.231885        0.397316
UC1|||Q3|||temp1.0 UC1|||Q3|||temp1.5      0.487005 0.250000    0.287234               0.277295        0.379546
UC1|||Q3|||temp0.5 UC1|||Q3|||temp1.5      0.533015 0.321429    0.288973               0.245787        0.407225
UC1|||Q4|||temp1.0 UC1|||Q4|||temp0.5      0.428724 0.229630    0.214286               0.275748        0.336099
UC1|||Q4|||temp1.0 UC1|||Q4|||temp1.5      0.434746 0.221311    0.264706               0.293395        0.348955
UC1|||Q4|||temp0.5 UC1|||Q4|||temp1.5      0.531924 0.256000    0.233645               0.284619        0.396332
UC1|||Q5|||temp1.0 UC1|||Q5|||temp0.5      0.332080 0.173228    0.184615               0.238367        0.267390
UC1|||Q5|||temp1.0 UC1|||Q5|||temp1.5      0.310602 0.143885    0.166667               0.215875        0.245059
UC1|||Q5|||temp0.5 UC1|||Q5|||temp1.5      0.555347 0.309091    0.374332               0.352071        0.450601
UC1|||Q6|||temp1.0 UC1|||Q6|||temp0.5      0.402304 0.205357    0.250000               0.234680        0.316392
UC1|||Q6|||temp1.0 UC1|||Q6|||temp1.5      0.422976 0.162562    0.148148               0.233740        0.304842
UC1|||Q6|||temp0.5 UC1|||Q6|||temp1.5      0.408456 0.167488    0.154321               0.182315        0.288962
UC1|||Q7|||temp1.0 UC1|||Q7|||temp0.5      0.408603 0.310811    0.217544               0.193515        0.322258
UC1|||Q7|||temp1.0 UC1|||Q7|||temp1.5      0.538243 0.221519    0.227758               0.308424        0.398198
UC1|||Q7|||temp0.5 UC1|||Q7|||temp1.5      0.468974 0.304598    0.285714               0.202352        0.363504
UC2|||Q1|||temp1.0 UC2|||Q1|||temp0.5      0.510962 0.268116    0.266129               0.347674        0.405153
UC2|||Q1|||temp1.0 UC2|||Q1|||temp1.5      0.469616 0.282443    0.240741               0.298487        0.372983
UC2|||Q1|||temp0.5 UC2|||Q1|||temp1.5      0.541134 0.277027    0.237037               0.254522        0.398581
UC2|||Q2|||temp1.0 UC2|||Q2|||temp0.5      0.551479 0.227848    0.203947               0.252607        0.391030
UC2|||Q2|||temp1.0 UC2|||Q2|||temp1.5      0.575052 0.239264    0.195286               0.298807        0.412470
UC2|||Q2|||temp0.5 UC2|||Q2|||temp1.5      0.574299 0.316667    0.334842               0.314818        0.447839
UC2|||Q3|||temp1.0 UC2|||Q3|||temp0.5      0.472598 0.248062    0.329897               0.229001        0.368793
UC2|||Q3|||temp1.0 UC2|||Q3|||temp1.5      0.494499 0.277778    0.324910               0.258187        0.389290
UC2|||Q3|||temp0.5 UC2|||Q3|||temp1.5      0.489194 0.308411    0.367521               0.322645        0.410516
UC2|||Q4|||temp1.0 UC2|||Q4|||temp0.5      0.368467 0.244604    0.205128               0.248498        0.301393
UC2|||Q4|||temp1.0 UC2|||Q4|||temp1.5      0.392627 0.229299    0.181159               0.182276        0.294338
UC2|||Q4|||temp0.5 UC2|||Q4|||temp1.5      0.276334 0.167785    0.125000               0.146083        0.211302
UC2|||Q5|||temp1.0 UC2|||Q5|||temp0.5      0.369443 0.188406    0.181818               0.201236        0.280502
UC2|||Q5|||temp1.0 UC2|||Q5|||temp1.5      0.367273 0.193370    0.206897               0.247664        0.293210
UC2|||Q5|||temp0.5 UC2|||Q5|||temp1.5      0.565544 0.250000    0.328358               0.397629        0.449051
UC2|||Q6|||temp1.0 UC2|||Q6|||temp0.5      0.491071 0.248000    0.271357               0.318419        0.387123
UC2|||Q6|||temp1.0 UC2|||Q6|||temp1.5      0.427389 0.132184    0.140741               0.241493        0.302932
UC2|||Q6|||temp0.5 UC2|||Q6|||temp1.5      0.521279 0.193548    0.134387               0.244745        0.358779
UC2|||Q7|||temp1.0 UC2|||Q7|||temp0.5      0.360780 0.203125    0.182371               0.154412        0.269097
UC2|||Q7|||temp1.0 UC2|||Q7|||temp1.5      0.609744 0.311377    0.247059               0.333270        0.455292
UC2|||Q7|||temp0.5 UC2|||Q7|||temp1.5      0.437662 0.288462    0.305489               0.227230        0.353370

    What it shows:
    - Each row represents a pair of AI-generated outputs (e.g., temp0.5 vs temp1.0) for the same question.
    - Columns:
        * cosine_tfidf: TF-IDF cosine similarity → semantic similarity (0 = different, 1 = identical)
        * jaccard: lexical overlap → shared vocabulary
        * rouge_l_f1: longest common subsequence similarity → word sequence similarity
        * structural_similarity: sentence-level similarity → overall document structure
        * combined_index: weighted aggregate of all above → overall robustness

    Interpretation:
    - High values (~1) → stable outputs across temperatures
    - Low values → instability; outputs differ significantly depending on temperature
    - Use this to spot which temperature pairs are more or less consistent

    Method introduced in Ref.: Salton & Buckley (1988); Manning et al. (2008); Jaccard (1901); Lin (2004); Foltz et al. (1998); Lapata (2006); Barzilay & Lapata (2008)
    

Numeric facts presence table:
number  UC1|||Q1|||temp1.0  UC1|||Q1|||temp0.5  UC1|||Q1|||temp1.5  UC1|||Q2|||temp1.0  UC1|||Q2|||temp0.5  UC1|||Q2|||temp1.5  UC1|||Q3|||temp1.0  UC1|||Q3|||temp0.5  UC1|||Q3|||temp1.5  UC1|||Q4|||temp1.0  UC1|||Q4|||temp0.5  UC1|||Q4|||temp1.5  UC1|||Q5|||temp1.0  UC1|||Q5|||temp0.5  UC1|||Q5|||temp1.5  UC1|||Q6|||temp1.0  UC1|||Q6|||temp0.5  UC1|||Q6|||temp1.5  UC1|||Q7|||temp1.0  UC1|||Q7|||temp0.5  UC1|||Q7|||temp1.5  UC2|||Q1|||temp1.0  UC2|||Q1|||temp0.5  UC2|||Q1|||temp1.5  UC2|||Q2|||temp1.0  UC2|||Q2|||temp0.5  UC2|||Q2|||temp1.5  UC2|||Q3|||temp1.0  UC2|||Q3|||temp0.5  UC2|||Q3|||temp1.5  UC2|||Q4|||temp1.0  UC2|||Q4|||temp0.5  UC2|||Q4|||temp1.5  UC2|||Q5|||temp1.0  UC2|||Q5|||temp0.5  UC2|||Q5|||temp1.5  UC2|||Q6|||temp1.0  UC2|||Q6|||temp0.5  UC2|||Q6|||temp1.5  UC2|||Q7|||temp1.0  UC2|||Q7|||temp0.5  UC2|||Q7|||temp1.5
  1398               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False
140.04               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False
   143               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False                True                True                True                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True                True                True                True
    15               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False
 15.14                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False
   153               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False
  1598               False                True                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False
    16               False               False               False               False               False                True               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False
   160               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False
   161               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False                True                True                True                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True                True                True                True
  1653               False               False               False               False                True                True               False               False               False                True                True               False                True               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False
   170               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False
  1777               False               False               False               False                True               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False
   179               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False               False                True               False               False
